,Unnamed: 0,similarity,sentence1,sentence2,label
4000,4000,entailment,"Two men, one wearing a gray shirt, the other wearing a black shirt appear in a store while another accesses an upper shirt with a woman in a green hat in the foreground.",Three men and a woman are in a store.,1
4001,4001,neutral,A little boy in a black t-shirt plays with a toy NERF gun.,A little boy is playing with his present.,2
4002,4002,entailment,A smiling young woman holds a video camera and walks through a park.,The woman is holding a camera.,1
4003,4003,entailment,"White woman with a green hard helmet, black spaghetti string tank top, and blue jeans, in front of a stoop outside of a building during a sunny day.",There is a woman in a helmet.,1
4004,4004,neutral,a woman in a orange and brown wrap over her green shirt shovels a brown material into lines on a cement pad.,The woman is tired.,2
4005,4005,neutral,A girl sticks out her tongue on a bench.,The bench is red,2
4006,4006,neutral,A man is wearing a yellow jacket is wrangling an out of control horse in an outdoor stadium.,The horse is angry.,2
4007,4007,entailment,A couple walking down a street in between buildings.,The couple is walking on the stree.t,1
4008,4008,entailment,"A black man in a suit is speaking into a microphone attached to a stand, his arms raised.",A man is delivering a passionate speech.,1
4009,4009,entailment,"A person is all black is standing inside a truck with the words ""Del Re's Grinding"" on it and pictures of scissors.",A person is standing inside a truck.,1
4010,4010,contradiction,"A group of workers, some standing on a wall, mill about a building site with a pile of lightly-colored wood nearby.",The dogs are standing on the construction site,0
4011,4011,neutral,This man is surfing.,A man is surfing in the Pacific Ocean.,2
4012,4012,neutral,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.",Blond girl teasing her father who is playing bagpipes,2
4013,4013,contradiction,Two children run towards the lagoon.,Two children walk at a lagoon.,0
4014,4014,neutral,A picture of a live duck on profile with head turned toward the camera in front of three younger children walking in the camera's direction.,Live duck in a pond,2
4015,4015,entailment,A woman walks her dog in a marketplace.,A woman is walking her dog.,1
4016,4016,neutral,A young couple enjoy beer and conversation at an outdoor table.,A couple are on a date.,2
4017,4017,neutral,A smiling bearded man wears a shirt with an orange peace sign,This man is a hippy.,2
4018,4018,neutral,"This marketplace features multiple vendors selling fruits, vegetables, and other items.",A marketplace sells produce and goods for cheap prices.,2
4019,4019,entailment,Here is a picture of a young man with sunglasses on is sitting on a chair and looking through photo albums.,A young man is wearing sunglasses while he pages through albums of photos.,1
4020,4020,neutral,A man with a chainsaw is carving wood into a statue of a man.,A man carves a statue of his lover.,2
4021,4021,contradiction,A politician gives a speech as people watch.,Someone kicking a baby.,0
4022,4022,neutral,Two people huddled near the ground in a dark alley.,People are playing craps.,2
4023,4023,entailment,A woman dressed in black is silhouetted against a cloud darkened sky.,"A woman in black stands in front of a dark, cloudy backdrop.",1
4024,4024,contradiction,"Toddler in pajamas plays with paper cutouts of the letter ""P"".",The toddler is eating pretzels on the floor,0
4025,4025,contradiction,Some marching band members in green and white outfits.,Marching band members are wearing all red.,0
4026,4026,neutral,A young girl wearing a bikini in an innertube.,a girl is about to slide down the tube in her innertube,2
4027,4027,entailment,Three people parade their German Shepherds for the judge at a dog show.,There are at least four people at the dog show.,1
4028,4028,entailment,"On a clear blue day, an ocean surfer catches a wave and delicately maintains his balance on the surfboard as he rides towards the shore.",A surfer is in the ocean,1
4029,4029,entailment,A group of men sit around a table laden with drinks and beer bottles.,A group of guys are sitting at a table.,1
4030,4030,contradiction,"This marketplace features multiple vendors selling fruits, vegetables, and other items.",One sole vender is alone on a street corner.,0
4031,4031,contradiction,A woman with glasses with a large bag around her arm on a street surrounded by people.,There are no other people on the street with the woman.,0
4032,4032,entailment,A kid stands outside holding a toothbrush.,A kid is outdoors with something in their hand,1
4033,4033,entailment,"A many in an orange t-shirt, tan shorts and tan and black baseball cap is moving a tall metal cart with sheets of pretzels that is surrounded by similar carts.",There is a pretzel vendor moving around his cart.,1
4034,4034,entailment,A young child's hands painting on paper.,A kid's hands spreading paint.,1
4035,4035,neutral,Several people in a semicircle are holding folders and singing in a wooded area with many people in the background.,Many people are on a work-related retreat in the woods.,2
4036,4036,entailment,A woman dressed in a red coat is walking down a rainy street.,A woman is outside.,1
4037,4037,neutral,A youth wearing a blue and red jersey and yellow helmet is crouching in a football position,A teenaged boy crouches in his blue and red football jersey and a bright yellow helmet at practice.,2
4038,4038,contradiction,"Two young girls are hanging on a tire swing with their backs arched and heads down, posing and smiling for the camera.",Two old men are hanging on a tire swing.,0
4039,4039,neutral,A larger man in a leaf-printed shirt is working with his remote controlled airplane.,A heavyset man in a bright red-and-blue hawaiian shirt is playing with an RC airplane.,2
4040,4040,neutral,These two people are admiring the building that they are looking at.,The people live in the building.,2
4041,4041,entailment,A group of backpackers treks across a green hill with snowcapped mountains off in the distance.,People with backpacks are hiking across a hill with mountains in the background.,1
4042,4042,contradiction,Two boys play on a swing in a playground.,Two girls play on a swing in a playground.,0
4043,4043,neutral,A rock band composed of 3 musicians playing at a concert with stunning visual light displays.,A rock tribute band performs an homage to rock gods in Detroit.,2
4044,4044,neutral,A small boy wearing pajamas crawls across the floor.,The baby is in his pajamas ready for bed.,2
4045,4045,neutral,Musician in cowboy hat playing an electric guitar and singing into a microphone.,There is a person performing country music.,2
4046,4046,contradiction,The person is going into the water.,A person is completely underwater.,0
4047,4047,contradiction,A boy in an orange shirt and baseball cap sits in a grassy field next to a black ball.,Young boy playing video games in his room.,0
4048,4048,contradiction,These men are taking a break from their job.,the men are working hard right now.,0
4049,4049,contradiction,A baby laying on the floor chewing on a toy truck.,the baby is sleeping,0
4050,4050,entailment,A woman with a long ponytail standing in the street in a uniform.,A woman with a ponytail standing in the street in a uniform.,1
4051,4051,contradiction,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,A woman uses a crochet hook.,0
4052,4052,contradiction,A lady with sunglasses on her head and a green sweatshirt is looking off-camera.,A woman is wearing a maroon sweatshirt.,0
4053,4053,neutral,A young boy wearing a green and gray jacket is about to hammer an object.,A young boy about to strike.,2
4054,4054,contradiction,Two girls collide during a fast paced game of capture the flag in a park.,The two girls are playing frisbee,0
4055,4055,entailment,A man and a woman are standing in front of a building with some graffiti on it.,A woman and man are standing in front of a building.,1
4056,4056,entailment,"A man in a blue jacket has fallen asleep while sitting on a fold-able chair, with a fishing pole and a green umbrella.",A person in a jacket,1
4057,4057,contradiction,"A man is on the side of the road, while his vehicle is off of the road.",A man is driving down the highway.,0
4058,4058,neutral,An lady in a uniform is using a yellow mop bucket.,A lady is at work mopping the floors.,2
4059,4059,contradiction,"A dad holding his son, who is watching a goat, a mom with her daughter is standing right next to them looking into the goat pen.",two goats watch a group of four kids,0
4060,4060,neutral,A group of men stands near a tree as a racing car stirs up a cloud of dust on the gravel road beside them.,A group is watching a race during their weekend out.,2
4061,4061,contradiction,"Two guys, one wearing a blue jacket and the other wearing a red jersey play the trumpet together.",The girls are playing music on a French horn.,0
4062,4062,entailment,A team in red and black uniforms stand on each others' shoulders while crowd presses into them.,A team in red and black uniforms stand on each others' shoulders,1
4063,4063,contradiction,A man in a pink shirt is showing a magic trick to a boy in a blue shirt.,A boy is wearing a pink shirt and a man is wearing a blue shirt.,0
4064,4064,contradiction,A group of workers are staring at a map and two men are pointing at the map.,The men and workers are deciding where to go for lunch.,0
4065,4065,contradiction,A man with a head covering.,A woman with a leg covering.,0
4066,4066,entailment,"This little girl, her blond-hair held back by a red band, sticks her tongue out playfully at the camera.",The little girl is blonde,1
4067,4067,neutral,A man wearing a silver cap and a green tank top is singing into a microphone.,The man is at a concert.,2
4068,4068,contradiction,A man in dark clothing photographs a model sitting in a shopping mall parking lot.,A woman photographs a man in a parking lot.,0
4069,4069,contradiction,Three men are working on a road wearing hard hats and bright yellow construction gear.,Construction workers are working on a new housing project.,0
4070,4070,contradiction,The spectators wear hats,The martians are looking at the stars.,0
4071,4071,entailment,Two men talking on a baseball diamond.,People are on a baseball field.,1
4072,4072,contradiction,A crowd of people are walking past an old archway.,the people are seated,0
4073,4073,contradiction,A man in a green t-shirt stands at a rail with a woman in a gray t-shirt and a wrist tattoo.,Two children stand outside.,0
4074,4074,entailment,A woman is singing and playing guitar.,The woman is performing a song.,1
4075,4075,neutral,A person is skiing down a icy hill wearing safety gear.,The skier struggles with the ice on the hill.,2
4076,4076,entailment,A man in a black shirt dancing with a woman who is smiling.,The man is dancing.,1
4077,4077,neutral,A young girl plays in fountain water.,A child is jumping in the water fountain.,2
4078,4078,contradiction,Two soccer players from opposing teams trying to get control of the ball before the other player does.,Football players are partying.,0
4079,4079,contradiction,Young woman making peculiar gestures with hand and arms.,The woman is not moving a muscle.,0
4080,4080,entailment,The skateboarder is jumping over a ramp.,The skateborder is in the air,1
4081,4081,entailment,A youth standing nest to a metal fence with a black shirt on and a cigarette in their mouth.,The young person standing next to the metal fence with a cigarette in his mouth,1
4082,4082,neutral,A wooden fence keeps the horse's safe.,The horses like to run in their pasture together.,2
4083,4083,neutral,"Two men are standing under a tent, trying to adjust the music controls.",The men are at a concert.,2
4084,4084,neutral,A girl tries to move her luggage.,A girl is trying to lift and put her luggage on the weigh-scale.,2
4085,4085,contradiction,A little boy holding a bird in what looks like the forest.,The boy is asleep.,0
4086,4086,contradiction,a man is talking to people around him,A woman is reading her notes.,0
4087,4087,neutral,A man and a woman are in the city smiling.,The couple are riding their bikes through a city.,2
4088,4088,contradiction,"Several males gather around a shirtless, white panted with ankle bells and a pearl necklace as he blows something from his mouth to create a ball of fire.",Several men watch as a street performer plays the guitar.,0
4089,4089,entailment,"A man in a white t-shirt and gray shoulder bag walks along side of a woman in a red, white and blue plaid top who is also in a skirt and boots.",Two people are walking.,1
4090,4090,neutral,A man sitting on a chair with his legs crossed looking off to the right.,A man sitting on a chair with his legs crossed looking off to the right at a car crash.,2
4091,4091,neutral,A male and a female dancing on a stage.,couple dancing,2
4092,4092,entailment,Two cars are parked outside.,The cars are parked.,1
4093,4093,contradiction,A man in a blue t-shirt eats a meal.,A man is having jaw surgery.,0
4094,4094,contradiction,A young child playing with a toy while laying on the floor.,A child is sleeping in a bed.,0
4095,4095,contradiction,This person is doing a trick on his bicycle.,A person sits on the ground next to his bicycle.,0
4096,4096,neutral,A man and woman sitting on a parked car.,A man and a woman are having a serious talk.,2
4097,4097,neutral,A group of girls who are gothically dressed standing together,a group of gothic girls get ready for a show.,2
4098,4098,entailment,Protesters wearing yellow scarves and helmets form a human wall for other protesters carrying a variety of flags.,The protesters wearing yellow form a human wall for the flag carrying protesters.,1
4099,4099,entailment,People are walking towards cameramen.,People are being filmed.,1
4100,4100,neutral,A pair of hands involved in a task.,A person deals out playing cards.,2
4101,4101,contradiction,A girl jumps in the grass.,A boy is bouncing on a trampoline.,0
4102,4102,contradiction,"A child in a bicycle helmet and a man in casual clothing are crouched next to a toy tricycle, pretending to fix it.",A child in a helmet is resting.,0
4103,4103,neutral,Two dogs are both curious about the object on the sidewalk.,Two dogs are looking at something that just fell out of a tree onto the sidewalk.,2
4104,4104,neutral,A woman cooks on the stove in her kitchen as her dog begs below.,The woman is cooking chili.,2
4105,4105,neutral,Race dogs midair while they run.,Huskies are racing in the iditarod,2
4106,4106,contradiction,The man is skateboarding down the railing in the middle of the steps.,a man eating pie,0
4107,4107,entailment,An Asian city with a white elephant sitting in the middle of the street.,The city has a large animal in the street.,1
4108,4108,entailment,Six soccer players on field with player in red uniform in the air and ball airborne.,People are playing soccer.,1
4109,4109,neutral,"One cyclist takes the lead over the other 3, racing in the velodrome.",Four cyclists race for a large cash prize.,2
4110,4110,entailment,A black women wearing loose clothes shakes dust from an item.,A black woman is clothed.,1
4111,4111,neutral,A kid on the beach buried himself in sand with only his head exposed.,A kid buried his body in sand with his head exposed to the sun.,2
4112,4112,entailment,A boy with a skeleton on his shirt laughs.,A boy laughing,1
4113,4113,contradiction,"Two older women, one on a bicycle talking in front of a sign in a city with an older gentleman looking on.","Two elderly woman just stolen a bike, with a man chasing them.",0
4114,4114,contradiction,Two men stop to talk near a sign outside.,Two men talk indoors.,0
4115,4115,neutral,"A figure, whose face is obscured by water, in black pants and a black t-shirt leaps into the air with arms and legs spread wide, while tall jets of water shoot from the pavement below.",A performer at a water park entertains a crowd.,2
4116,4116,contradiction,"Caucasian child wearing a red jacket, Standing near a tree.",A child is sitting under a tree.,0
4117,4117,entailment,A rock band is performing in a concert hall with hexagonal roof panels.,A band is performing indoors.,1
4118,4118,neutral,"A girl stands next to a bike parked in front of a building while two men, one carrying a guitar, walk by.",The girl's bike is white.,2
4119,4119,neutral,A boy jumping ridding a skateboard wearing blue jeans and a red t-shirt with a building in the background with many windows.,The kid is performing tricks for his friends.,2
4120,4120,neutral,A man is walking down the street carrying a huge bundle of baskets.,"After leaving the store, the man with the large bundle of baskets walks down the street.",2
4121,4121,contradiction,"Two players from opposing hockey teams face off for control of the hockey puck, while their teammates look on.",Two hockey players are playing baseball.,0
4122,4122,entailment,A grilled cheese vendor carries two plates.,A vendor serves grilled cheese.,1
4123,4123,contradiction,"A man and woman are holding a sign that reads, ""Teaching Children for peace"".",People are fighting with pipes.,0
4124,4124,contradiction,A person pushing luggage and someone on the cellphone in a city.,there are people at the airport pushing their luggage and waiting to use the phone,0
4125,4125,entailment,A boy wearing a red hat is standing in the middle of the road.,A boy wearing a hat is standing in the road.,1
4126,4126,entailment,A couple walks down the sidewalk.,A couple is walking.,1
4127,4127,entailment,An older couple singing and playing the guitar.,Two people performing music,1
4128,4128,neutral,A man in a hat is sitting next to another man.,A tall human sitting,2
4129,4129,entailment,"A male in a black shirt, and black pants, working on the engine of an old, green antique automobile, with a yellow gas canister sitting on the grass.",The car needs to some work,1
4130,4130,entailment,A female batter misses a yellow ball while another player practices behind her.,the female has a vagina,1
4131,4131,neutral,An old man is talking to another man who is wearing a military costume and is near a monkey.,Two men are at the zoo.,2
4132,4132,neutral,A man in a wetsuit is surfing up and over a wave.,A man is surfing during a tropical storm.,2
4133,4133,contradiction,There are three young boys playing in a public park with a red ball.,There are five girls playing with a green frisbee at home.,0
4134,4134,neutral,A bicyclist waiting for traffic to pass so he can cross the street.,A bicyclist waits for the cross light walk to turn green.,2
4135,4135,entailment,A young child wearing blue goggles sits on a raft in a swimming pool.,A young child sits on a raft in a swimming pool and is wearing blue goggles.,1
4136,4136,contradiction,A man in a white shirt is on a rooftop lifting a board.,The man has a red shirt.,0
4137,4137,neutral,a man wit a green collared shirt and a camera sits at a curb.,The man is photographing a scene outside.,2
4138,4138,contradiction,"A golf player making his putt on the green with black pants and black jacket, with an audience watching.",The golfer is sleeping with the audience.,0
4139,4139,neutral,Two men are sitting on a white couch in a white room using separate laptops.,The men are in the white room,2
4140,4140,entailment,Two young men dancing in the street.,two men dance outside,1
4141,4141,contradiction,Waitress working in a restaurant cutting watermelon.,A chef is cooking a flounder,0
4142,4142,entailment,Two small girls are looking at seaweed that has washed up onto the shore.,The small girls are at the beach.,1
4143,4143,neutral,Two football players wearing blue jerseys tackle the opposing team's football player.,This is a professional football game,2
4144,4144,neutral,A little girl in a yellow t-shirt sits on a sandy beach playing with her green shovel.,A little girl wearing a yellow t-shirt sitting on a beach building a sand castle with her green shovel in the sand.,2
4145,4145,neutral,A woman standing in front of a white car that is piled with things on top.,The woman is preparing to move.,2
4146,4146,neutral,a musician in a white shirt is playing his black violin.,A violinist is working on a composition.,2
4147,4147,contradiction,A man is doing a wheelie on a motorcycle while stretching his legs outwards.,A man is doing a wheelie on a bicycle.,0
4148,4148,contradiction,A boy in a wetsuit on a crowded beach,Fred Jetson meets George Flintstone.,0
4149,4149,contradiction,A person sitting down on a benching waiting in the subway.,Someone is standing in the walkway.,0
4150,4150,entailment,Two bulldogs playing on the floor.,the dogs are indoors,1
4151,4151,contradiction,A child is being swung by her arms while another child watches.,The child is being scolded for yelling.,0
4152,4152,contradiction,A man performing dangerous construction work.,A construction worker is at lunch.,0
4153,4153,neutral,Four firefighters are sitting atop a firetruck.,Some people are resting on a vehicle outside.,2
4154,4154,contradiction,A group of people walking up stairs surrounded by buildings covered in graffiti.,There is no group,0
4155,4155,entailment,"A man in a brown suit, seen from above, stands with his hands clasped behind his back",The man has on a suit.,1
4156,4156,contradiction,An elderly couple is walking in a field filled with American flags.,A couple are dancing in a field.,0
4157,4157,contradiction,silhouette of a young woman jumping and a beautiful setting in the background.,Someone is running through a field.,0
4158,4158,neutral,"In a gym setting, two men, one airborne and the other kicking, are performing martial arts moves opposite each other while two other men in the background are observing and applauding.","In a gym setting, two men, one airborne and the other kicking, are joyously performing martial arts",2
4159,4159,entailment,A person with a red hat is walking down the street.,A red-hatted person is ambling along the road.,1
4160,4160,entailment,A man wearing white is talking to a man wearing black while standing on a platform.,People are talking while standing up high.,1
4161,4161,entailment,asian children in their classroom singing and dancing,There are children singing and dancing.,1
4162,4162,neutral,Two men in yellow life jackets are riding in an orange boat with a small island and the shoreline in the background.,The men are lifeguards at work.,2
4163,4163,contradiction,Four young men in room surrounded by books.,The 4 men are riding bicycles on a trail.,0
4164,4164,entailment,A woman poses against an autumn background.,A woman is standing in front of a background.,1
4165,4165,contradiction,Two dogs playing in grass.,a dog sleeping on a couch,0
4166,4166,contradiction,A woman carrying her bike through a crowd.,The woman is holding eggs in each hand.,0
4167,4167,entailment,"A man wearing a white t-shirt and khaki pants with a tape measure is repairing shingles on a roof, surrounded by tools.",A man is repairing a roof with tools all around him.,1
4168,4168,contradiction,Woman by building in short coat with other building in view.,The woman in short coat was in an isolated area with no buildings.,0
4169,4169,neutral,A woman wearing a red tank top is cutting a hamburger in half.,A woman decides to share her hamburger.,2
4170,4170,contradiction,There are four women and one man sitting at tables having tea at a sidewalk cafe.,three people running a marathon,0
4171,4171,entailment,A male walking and a female talking on the phone beside the concrete building.,A male is walking.,1
4172,4172,contradiction,A young asian boy wearing cargo pants stretches on the railing to a bridge.,A young boy jumps off the bridge.,0
4173,4173,entailment,A mountain biker jumps off of a fence while going downhill.,A biker jumps to go downhill.,1
4174,4174,neutral,A snowboarder wearing an orange jacket in midair.,A woman snowboards in an orange jacket?,2
4175,4175,neutral,Four little girls playing soccer.,A group of friends practicing for a soccer match.,2
4176,4176,entailment,A guy dress in blue& white is making a funny position.,A male is being weird.,1
4177,4177,entailment,A man playing the violin in the street.,The violin has strings.,1
4178,4178,entailment,The little girl in the blue sweater is reading her book.,A small child is holding a book.,1
4179,4179,neutral,Three people playing with a red ball in a large sandy area with a tree in the background.,The people are playing dodge ball.,2
4180,4180,entailment,Three people assist in lighting a woman's cigarette.,A woman holds a cigarette.,1
4181,4181,entailment,"A man playing a keyboard, he has a beard and is wearing a red, green and black flannel shirt.",A man is playing on a keyboard with a shirt.,1
4182,4182,neutral,Two people sit on a wooden bench and face each other to talk.,Two women sitting a bench outside.,2
4183,4183,neutral,A woman playing with kids.,A woman is entertaining her children at the park.,2
4184,4184,contradiction,A man in the park doing some rock climbing.,There is a woman relaxing at the park.,0
4185,4185,contradiction,A group of people waving a flag on stage,A group is in a field during arts and crafts,0
4186,4186,neutral,A man in a jumpsuit stands next to the wall.,A prisoner stands in the yard against the wall.,2
4187,4187,contradiction,"A girl, in a pink shirt, is enjoying a delicious treat of cotton candy.",A boy is eating licorice.,0
4188,4188,neutral,A person in an orange jumpsuit with silver reflectors is working underneath a train.,A man is fixing a train.,2
4189,4189,contradiction,Two children sleeping in a stroller.,A baby jumps and laughs as his mother plays with him.,0
4190,4190,entailment,Young girl in pink coat walking beside man dressed in clown attire and striped pants down a sidewalk.,A clown is walking down a sidewalk with a girl.,1
4191,4191,contradiction,A brown dog is running through neck-deep water carrying a tennis ball.,a bird was on rocks,0
4192,4192,entailment,Two terriers play on the wood floor of their home.,The two terriers were releasing energy.,1
4193,4193,contradiction,A family of three watching construction going on in their yard.,There are four people,0
4194,4194,contradiction,Male tennis player with tattoo on left arm in position to hit the ball with onlooker sitting down.,Nobody in this picture has a tattoo.,0
4195,4195,contradiction,"A clown in a red and green shirt, yellow tie, juggles four small balls.",A man is swimming in the river.,0
4196,4196,contradiction,Hiking in the mountains to have a scenic picnic.,Nobody is having a picnic.,0
4197,4197,neutral,Waiting for her scores after her tumbling routine is completed.,An olympic athlete waits to hear her score.,2
4198,4198,contradiction,3 safety jacket clad Construction workers appear to be poking something interesting with their shovels.,safety workers fly over the clouds,0
4199,4199,entailment,"Two children run in the sand, along the shore.",Children running on a beach.,1
4200,4200,neutral,Two young women in dresses are playing with hula hoops.,Two women in dresses outside,2
4201,4201,contradiction,A shirtless man in a reddish orange hat stooping to pull something out of the water.,A woman in a reddish orange hat stooping to pull something out of the water.,0
4202,4202,contradiction,"A woman looking in a telescope to look at something really small, most likely some sort of science lab.",a man looks through a telescope at something large in a science lab,0
4203,4203,neutral,A woman wrapped in a large piece of cloth peeking her head out of 2 large wooden doors.,A woman in a sari hides in a barn.,2
4204,4204,entailment,Three white men singing and performing on stage at a concert.,There are men on stage.,1
4205,4205,neutral,A man is running down a sand covered mountain.,A man racing down a hill after his dog.,2
4206,4206,entailment,A man with white hair is drinking.,A white hair is sipping a drink.,1
4207,4207,contradiction,A little girl in a yellow t-shirt sits on a sandy beach playing with her green shovel.,A little girl stirring a bowl of sand inside her kitchen.,0
4208,4208,contradiction,A man dressed in blue holds a sign while standing behind a couple of trees and in front of a large concrete wall with red writing on it.,there is a girl holding a sign,0
4209,4209,neutral,A smiling child dressed in bright pink and green sleds down a snow-covered hill.,A child is sledding down a hill in the evening.,2
4210,4210,contradiction,"People in Native American costumes performing, banner in background.",The people are swimming.,0
4211,4211,contradiction,A woman is kneeling in the middle of the street.,A woman is dancing in the street.,0
4212,4212,contradiction,Young woman in blue shirt and black overcoat makes homemade waffles.,A woman is waiting with her kids in a doctors office.,0
4213,4213,entailment,A woman in a black suit is walking by.,A woman is walking by.,1
4214,4214,neutral,A police dog in training jumping over a large wall,A dog is a german sheppard,2
4215,4215,entailment,"Four young boys perform in their band, singing and playing guitar and bass.",Four boys are playing music.,1
4216,4216,neutral,A man sitting on sidewalk with shirt over his head.,The man is shielding the sun from his face.,2
4217,4217,entailment,"Man in dark business suit, sitting by a marble water fountain, wearing eyeglasses and talking on his cellphone with newspaper on his lap.",A man is talking outside.,1
4218,4218,entailment,People gather outside to look at a display that features a tiger.,People are gathered outside.,1
4219,4219,neutral,Two workers in neon green shirts opening a utility box.,Two electricians are opening a utility box.,2
4220,4220,entailment,Everybody is dressed as a zombie at this party.,There are a lot of zombies.,1
4221,4221,contradiction,"A woman in yellow with a stroller, and a man in a blue shirt with a backpack are walking on a busy city block.",The woman is swimming with sharks.,0
4222,4222,contradiction,A woman in a black t-shirt swinging on a swing.,Nobody is swinging,0
4223,4223,contradiction,a small dog with a blue color fetching a yellow ball,The dog weighs 100 pounds.,0
4224,4224,entailment,A man in a patriotic t-shirt and baseball cap holding up a protest sign.,The man is wearing a cap.,1
4225,4225,contradiction,A beauty pageant contestant wearing black clothing and black high heels along with her sash poses for an outdoor picture in a desert like setting.,The woman is on the moon taking a selfi.,0
4226,4226,entailment,two teams of soccer players playing a game on a field,There are many people playing a soccer game.,1
4227,4227,neutral,A man blowing into a horn with a woman standing next to him wearing a scarf around her head.,The woman enjoys the sound.,2
4228,4228,neutral,A skateboarder performing a kickflip over short stairs.,Skateboarder performing tricks in street area,2
4229,4229,neutral,A man in protective headgear and clothing sits on his branded motorcycle with snow kicked up behind him.,The man is sitting because he is tired.,2
4230,4230,contradiction,A girl in a red dress is surrounded by a lot of other people holding their hands up.,People are at a casino playing slots.,0
4231,4231,entailment,A boy jumping to hit a tennis ball with his racket,A boy is jumping.,1
4232,4232,entailment,"A woman in a red and white dress standing next to a man in a pink shirt, purple vest, and brown hat.",A woman is with a man.,1
4233,4233,entailment,Two men are performing a dangerous stunt on a high ladder.,Two men are performing a stunt.,1
4234,4234,entailment,A gymnast is capture midair while vaulting over several steps.,A gymnast is capture midair while vaulting,1
4235,4235,contradiction,Three women and one man are posing for a picture.,Three man and one women are posing for a picture.,0
4236,4236,entailment,A woman in a white dress shows a man in a suit something in her hand.,A woman is holding something in her hand.,1
4237,4237,contradiction,A group of people are burning things.,The lonely camper poured water on the campfire.,0
4238,4238,entailment,A blindfolded man hitting a pinata at a party while everybody watches.,A man tries to strike a pinata.,1
4239,4239,entailment,A woman begins to climb onto her bike.,A female human is getting started with a vehicle.,1
4240,4240,entailment,A man is playing a violin on a stage.,A person is on stage,1
4241,4241,neutral,"A girl in a bikini, glasses and black hat laying on a white towel on the beach.",a girl is getting a sun tan,2
4242,4242,entailment,A man in a black jacket with a hood is cleaning the windows of a building while being suspended over the city.,There is a window washer.,1
4243,4243,contradiction,"A man in blue swimming trunks is jumping while another man in white and blue swimming trunks is leaning backward with his right arm raised above his head on a sunny, sandy area.",A woman is painting.,0
4244,4244,contradiction,A man in a black shirt and black jeans and a little boy are taking a look inside a green truck's engine while it is parked in a grass field with a gas tank in front of it.,"A couple of guys are drinking beers, watching TV.",0
4245,4245,neutral,Dog with big collar running.,A corgi with a big collar is jogging beside his owner.,2
4246,4246,neutral,Telephone wires are visible.,There are telephone poles here.,2
4247,4247,contradiction,Rockers in a band dancing and jumping in their house to music.,People are sitting in a living room in silence,0
4248,4248,entailment,A man licking a small pair of ice tongs.,A man licks the icing from the tongs.,1
4249,4249,entailment,three people standing in front of what looks like a cement railing.,Three men wait by the concrete fence.,1
4250,4250,entailment,A man in a black and red jersey is approaching a soccer ball on a field,A man is wearing a black and red jersey,1
4251,4251,neutral,Rural farm workers unloading the crops from one boat to another.,Rural farm workers talk to each other while they're working.,2
4252,4252,neutral,Three men are playing golf in front of a body of water.,Three men hitting their approach shots to a water surrounded green.,2
4253,4253,neutral,"A middle-aged man sitting in a chair holding a drink, sleeping.","A middle-aged man sitting in a chair holding a beer, sleeping.",2
4254,4254,contradiction,Two little boys playing outside and kicking an object around.,Two boys playing nintendo,0
4255,4255,neutral,A girl in a jumpsuit makes a snow angel.,a girl makes a snow angel in the first snow of the year,2
4256,4256,neutral,Brown and white dog rolling around on the grass.,A dog is playing at the park,2
4257,4257,neutral,There are two children playing in a playground.,Two kids at school on recess playing.,2
4258,4258,entailment,A woman is cutting another woman's hair as she smiles at the camera.,a woman is cutting another womans hair,1
4259,4259,neutral,A man wearing glasses is shaving in a mirror.,The man is shaving his beard off.,2
4260,4260,entailment,A dog attempting to chew on a red ball.,The dog is chewing a ball.,1
4261,4261,neutral,"A man wearing a black shirt and blue jeans up in the air holding a plywood in each hand in front of a building that has a word ""stomp"".",A lumberjack with wood in his hands leaps into the air.,2
4262,4262,neutral,"An old lady is sitting next to a Christmas tree with a lampshade on her head, opening another present.",a lady with a lampshade on her head opening presents that she doesn't like at all,2
4263,4263,contradiction,The dog does an obstacle course with his trainer.,There are ten dogs running the course simultaneously under the direction of this man.,0
4264,4264,entailment,A woman sitting at a table preparing food.,A woman is making food.,1
4265,4265,entailment,"A man in a gray sweater walks his black dog, with a kid in a red jacket on his shoulders.",humans and a dog outside,1
4266,4266,contradiction,Billy Gibbons of the band ZZ Top playing a fur covered bass guitar.,Billy Gibbons of ZZ Top waxes his full body!,0
4267,4267,neutral,A musical quintet are performing at a festival.,A musical quintet are performing their favorite song at a festival.,2
4268,4268,contradiction,Men in fluorescent green vest stand in a group.,The men are sitting around a fire.,0
4269,4269,contradiction,A boy in a U.S.M.C. shirt with his pajamas looking at a book.,With a dog that is taller then a man can talk,0
4270,4270,neutral,People walk on a metropolitan sidewalk in front of a bar and grill.,Some people walking near restaurant.,2
4271,4271,neutral,A woman wearing a green headscarf laughs while a woman in the background paddles a boat.,A woman laughs at a joke.,2
4272,4272,entailment,A man is standing next to butchered pigs.,There is more than one pig.,1
4273,4273,entailment,a young girl wearing a black and red swimsuit swinging on a swing,"There is a little girl in this picture, and she is outside.",1
4274,4274,entailment,A yellow dog runs through green grass.,A yellow dog is running.,1
